,channelTitle,channelId,video_id,publishedAt,viewCount,likeCount,dislikeCount,commentCount
130,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,keitnxEdoGk,2020-04-05T18:29:16Z,62911,2119,23,8
131,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,bzbJZVRnbcM,2020-04-04T08:57:27Z,75505,2354,25,10
132,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,s76dSjp44dY,2020-04-02T14:21:20Z,57654,1971,22,9
133,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,4Bbs2fKRFZ8,2020-03-31T07:22:00Z,51676,1811,18,9
134,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,aC9_gCTqhM4,2020-03-29T17:09:56Z,51080,2008,14,23
135,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,RnpNw1M3VMc,2020-03-27T14:03:01Z,60432,2115,23,3
136,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,1qOtnutNG-w,2020-03-26T20:53:21Z,122161,3385,50,13
137,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,oajkUO4PDus,2020-03-24T11:02:17Z,67079,2191,22,8
138,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,LsOdLRbwvFg,2020-03-22T12:48:11Z,95004,2624,38,9
139,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,I6X26X7p6wQ,2020-03-20T06:54:55Z,103580,2505,38,22
140,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,p7tk1XMr0ek,2020-03-16T17:25:52Z,74190,2500,18,20
141,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,lg8JG3yNYgg,2020-03-16T11:39:44Z,66787,2587,19,16
142,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,0FVoeQsBV98,2020-03-13T18:35:48Z,248816,6097,55,52
143,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,568gt5_7_zo,2020-03-11T16:08:18Z,60442,2285,12,24
144,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,NDukhXBpwK8,2020-03-09T16:18:54Z,69668,4689,38,138
145,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,Zy1lvYeNZp4,2020-03-08T12:38:09Z,183182,6553,55,98
146,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,xkogzQaO5V4,2020-03-07T15:38:58Z,61417,2517,17,17
147,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,p9VcivEMUGo,2020-03-06T23:18:35Z,63866,2030,14,16
148,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,a-YOJAL5jaE,2020-03-06T11:46:38Z,89857,2425,16,8
149,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,RuiiJ7RTqic,2020-03-05T16:02:49Z,40206,1618,6,7
150,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,LQzDIjavApY,2020-03-04T13:53:29Z,126172,4014,33,58
151,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,jWHjbVBiOmQ,2020-03-03T17:35:18Z,48912,1887,15,21
